CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
122307,F d -3 m Z,Yb2 (Ti1.928 Yb0.074) O6.963,Ca2Nb2O7,"Journal of Solid State Chemistry (2021) 302,   Article ID 122412",10.0728(6) 10.0728(6) 10.0728(6) 90. 90. 90.,293,A2B2X7,Ytterbium titanium oxide (2.07/1.93/6.96),,,7.31,2021,01-091-0358,,
124896,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2016) 94, (2)  Article ID 024408 (p. 1-13)",10.2880(1) 10.2880(1) 10.2880(1) 90. 90. 90.,293,A2B2X7,Europium diiridate(IV),,,9.79,2016,,,
124897,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2016) 94, (2)  Article ID 024408 (p. 1-13)",10.1915(2) 10.1915(2) 10.1915(2) 90. 90. 90.,293,A2B2X7,Europium diiridate(IV),,,10.07,2016,,,
124898,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2016) 94, (2)  Article ID 024408 (p. 1-13)",10.1566(3) 10.1566(3) 10.1566(3) 90. 90. 90.,293,A2B2X7,Europium diiridate(IV),,,10.17,2016,,,
124899,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2016) 94, (2)  Article ID 024408 (p. 1-13)",10.1287(4) 10.1287(4) 10.1287(4) 90. 90. 90.,293,A2B2X7,Europium diiridate(IV),,,10.26,2016,,,
126049,F d -3 m Z,Y1.78 Zn0.22 Ru2 O7,Ca2Nb2O7,"Journal of Physical Chemistry C (2016) 120, (22) p. 11763-11768",10.1141(1) 10.1141(1) 10.1141(1) 90. 90. 90.,293,A2B2X7,Yttrium zinc diruthenate(IV/V) (1.78/0.22/1),,,6.25,2016,,,
126204,F d -3 m Z,Bi2 Ru2 O6.952,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2922(1) 10.2922(1) 10.2922(1) 90. 90. 90.,293,A2B2X7,Bismuth ruthenium oxide (2/2/6.95),,,8.91,2003,,,
126206,F d -3 m Z,(Bi1.750 Yb0.250) Ru2 O6.955,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2711(1) 10.2711(1) 10.2711(1) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.75/0.25/2/6.96),,,8.86,2003,,,
126207,F d -3 m Z,(Bi1.625 Yb0.375) Ru2 O6.954,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2599(2) 10.2599(2) 10.2599(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.63/0.37/2/6.95),,,8.83,2003,,,
126208,F d -3 m Z,(Bi1.5 Yb0.5) Ru2 O6.970,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2478(2) 10.2478(2) 10.2478(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.5/0.5/2/6.97),,,8.81,2003,,,
126209,F d -3 m Z,(Bi1.375 Yb0.625) Ru2 O6.958,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2366(2) 10.2366(2) 10.2366(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.38/0.62/2/6.96),,,8.78,2003,,,
126210,F d -3 m Z,(Bi1.25 Yb0.75) Ru2 O6.967,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2258(2) 10.2258(2) 10.2258(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.25/0.75/2/6.97),,,8.75,2003,,,
126211,F d -3 m Z,(Bi1.125 Yb0.875) Ru2 O6.996,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2120(2) 10.2120(2) 10.2120(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.13/0.87/2/7.00),,,8.74,2003,,,
126212,F d -3 m Z,(Bi Yb) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1958(2) 10.1958(2) 10.1958(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1/1/2/7),,,8.73,2003,,,
126213,F d -3 m Z,(Bi0.875 Yb1.125) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1808(2) 10.1808(2) 10.1808(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.88/1.12/2/7),,,8.71,2003,,,
126214,F d -3 m Z,(Bi0.75 Yb1.25) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1576(2) 10.1576(2) 10.1576(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.75/1.25/2/7),,,8.71,2003,,,
126215,F d -3 m Z,(Bi0.625 Yb1.375) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1405(2) 10.1405(2) 10.1405(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.63/1.37/2/7),,,8.7,2003,,,
126216,F d -3 m Z,Bi2 Ru2 O6.949,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2922(1) 10.2922(1) 10.2922(1) 90. 90. 90.,293,A2B2X7,Bismuth ruthenium oxide (2/2/6.95),,,8.91,2003,,,
126218,F d -3 m Z,(Bi1.75 Yb0.25) Ru2 O6.955,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2711(1) 10.2711(1) 10.2711(1) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.75/0.25/2/6.96),,,8.86,2003,,,
126219,F d -3 m Z,(Bi1.625 Yb0.375) Ru2 O6.954,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2599(2) 10.2599(2) 10.2599(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.63/0.37/2/6.95),,,8.83,2003,,,
126220,F d -3 m Z,(Bi1.5 Yb0.5) Ru2 O6.970,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2478(2) 10.2478(2) 10.2478(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.5/0.5/2/6.97),,,8.81,2003,,,
126221,F d -3 m Z,(Bi1.375 Yb0.625) Ru2 O6.957,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2366(2) 10.2366(2) 10.2366(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.38/0.62/2/6.96),,,8.78,2003,,,
126222,F d -3 m Z,(Bi1.25 Yb0.75) Ru2 O6.966,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.2258(2) 10.2258(2) 10.2258(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1.25/0.75/2/6.97),,,8.75,2003,,,
126224,F d -3 m Z,(Bi Yb) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1958(2) 10.1958(2) 10.1958(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (1/1/2/7),,,8.73,2003,,,
126225,F d -3 m Z,(Bi0.875 Yb1.125) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1808(2) 10.1808(2) 10.1808(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.88/1.12/2/7),,,8.71,2003,,,
126226,F d -3 m Z,(Bi0.75 Yb1.25) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1576(2) 10.1576(2) 10.1576(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.75/1.25/2/7),,,8.71,2003,,,
126227,F d -3 m Z,(Bi0.625 Yb1.375) Ru2 O7,Ca2Nb2O7,"Chemistry of Materials (2003) 15, (21) p. 4060-4067",10.1405(2) 10.1405(2) 10.1405(2) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium ruthenium oxide (0.63/1.37/2/7),,,8.7,2003,,,
126420,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate,,,6.58,2023,,,
126421,F d -3 m Z,Gd1.99 Dy0.01 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate - 0.5%Dy(3+)-doped,,,6.58,2023,,,
126422,F d -3 m Z,Gd1.98 Dy0.02 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate - 1.0%Dy(3+)-doped,,,6.58,2023,,,
126423,F d -3 m Z,Gd1.97 Dy0.03 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate - 1.5%Dy(3+)-doped,,,6.58,2023,,,
126424,F d -3 m Z,Gd1.96 Dy0.04 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate - 2.0%Dy(3+)-doped,,,6.58,2023,,,
126425,F d -3 m Z,Gd1.95 Dy0.05 Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (6) p. 8897-8906",10.18 10.18 10.18 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate - 2.5%Dy(3+)-doped,,,6.58,2023,,,
127152,F d -3 m Z,Gd2 Ru2 O7,Ca2Nb2O7,"Journal of Materials Science (2018) 53, (1) p. 8067-8073",10.2390(1) 10.2390(1) 10.2390(1) 90. 90. 90.,295,A2B2X7,Gadolinium ruthenium oxide,,,7.78,2018,,,
127153,F d -3 m Z,Gd1.9 Co0.1 Ru2 O7,Ca2Nb2O7,"Journal of Materials Science (2018) 53, (1) p. 8067-8073",10.2250(2) 10.2250(2) 10.2250(2) 90. 90. 90.,295,A2B2X7,Gadolinium cobalt ruthenium oxide,,,7.69,2018,,,
127154,F d -3 m Z,Gd1.6 Co0.4 Ru2 O7,Ca2Nb2O7,"Journal of Materials Science (2018) 53, (1) p. 8067-8073",10.2042(2) 10.2042(2) 10.2042(2) 90. 90. 90.,295,A2B2X7,Gadolinium cobalt ruthenium oxide,,,7.37,2018,,,
128613,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.094(6) 10.094(6) 10.094(6) 90. 90. 90.,293,A2B2X7,Yttrium titanium oxide,,,4.98,2024,,,
128614,F d -3 m Z,Y1.9 Eu0.1 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.100(9) 10.100(9) 10.100(9) 90. 90. 90.,293,A2B2X7,Yttrium europium titanium oxide,,,5.05,2024,,,
128615,F d -3 m Z,Y1.8 Eu0.2 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.105(2) 10.105(2) 10.105(2) 90. 90. 90.,293,A2B2X7,Yttrium europium titanium oxide,,,5.13,2024,,,
128616,F d -3 m Z,Y1.5 Eu0.5 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.119(2) 10.119(2) 10.119(2) 90. 90. 90.,293,A2B2X7,Yttrium europium titanium oxide,,,5.35,2024,,,
128617,F d -3 m Z,Y Eu Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.157(4) 10.157(4) 10.157(4) 90. 90. 90.,293,A2B2X7,Yttrium europium titanium oxide,,,5.69,2024,,,
128618,F d -3 m Z,Eu2 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.207(3) 10.207(3) 10.207(3) 90. 90. 90.,293,A2B2X7,Europium titanium oxide,,,6.39,2024,,,
128619,F d -3 m Z,Y1.95 Sm0.05 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.098(9) 10.098(9) 10.098(9) 90. 90. 90.,293,A2B2X7,Yttrium samarium titanium oxide,,,5.01,2024,,,
128620,F d -3 m Z,Y1.9 Sm0.1 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.105(7) 10.105(7) 10.105(7) 90. 90. 90.,293,A2B2X7,Yttrium samarium titanium oxide,,,5.04,2024,,,
128621,F d -3 m Z,Y1.8 Sm0.2 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.113(2) 10.113(2) 10.113(2) 90. 90. 90.,293,A2B2X7,Yttrium samarium titanium oxide,,,5.11,2024,,,
128622,F d -3 m Z,Y1.5 Sm0.5 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.125(3) 10.125(3) 10.125(3) 90. 90. 90.,293,A2B2X7,Yttrium samarium titanium oxide,,,5.33,2024,,,
128623,F d -3 m Z,Y Sm Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.160(1) 10.160(1) 10.160(1) 90. 90. 90.,293,A2B2X7,Yttrium samarium titanium oxide,,,5.66,2024,,,
128624,F d -3 m Z,Sm2 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2024) 329,   Article ID 124423",10.222(6) 10.222(6) 10.222(6) 90. 90. 90.,293,A2B2X7,Samarium titanium oxide,,,6.32,2024,,,
130791,F d -3 m Z,Eu1.960 Zr2.040 O7,Ca2Nb2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.546(1) 10.546(1) 10.546(1) 90. 90. 90.,298,A2B2X7,Europium zirconium heptaoxide,,,6.75,2019,,,
130792,F d -3 m Z,Eu1.960 Zr2.040 O7,Eu2Zr2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.546(1) 10.546(1) 10.546(1) 90. 90. 90.,298,A2B2X7,Europium zirconium heptaoxide,,,6.75,2019,01-088-6731,,
130793,F d -3 m Z,Eu1.960 Zr2.040 O7,Ca2Nb2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.546(1) 10.546(1) 10.546(1) 90. 90. 90.,298,A2B2X7,Europium zirconium heptaoxide,,,6.75,2019,01-088-6732,,
130794,F d -3 m Z,La2.060 Zr1.940 O7,Ca2Nb2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.816(1) 10.816(1) 10.816(1) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium heptaoxide,,,6.04,2019,01-088-6733,,
130795,F d -3 m Z,La2.060 Zr1.940 O7,Ca2Nb2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.816(1) 10.816(1) 10.816(1) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium heptaoxide,,,6.04,2019,,,
130796,F d -3 m Z,La2.060 Zr1.940 O7,Ca2Nb2O7,"Solid State Ionics (2019) 335,  p. 32-37",10.816(1) 10.816(1) 10.816(1) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium heptaoxide,,,6.04,2019,,,
131074,F d -3 m Z,Dy8 Ge8 O28,Ca2Nb2O7,"Crystal Growth & Design (2019) 19, (10) p. 5538-5543",9.9261(15) 9.9261(15) 9.9261(15) 90 90 90,200,A2B2X7,Dysprosium germanate,,,7.91,2019,01-088-6931,,
131075,F d -3 m Z,Ho8 Ge8 O28,Ca2Nb2O7,"Crystal Growth & Design (2019) 19, (10) p. 5538-5543",9.9011(14) 9.9011(14) 9.9011(14) 90 90 90,200,A2B2X7,Holmium germanate,,,8.03,2019,01-088-6932,,
133724,F d -3 m Z,(Ca1.64 Na0.36 Ti0.08) Nb1.92 O6 (O H),K1-xNb2O7(OH)1+y,"Mineralogical Magazine (2019) 83, (1) p. 107-113",10.3276(5) 10.3276(5) 10.3276(5) 90 90 90,293,A2B2X7,Calcium sodium titanium niobate hydroxide,Pyrochlore Group,Pyrochlore Supergroup,4.45,2019,01-088-9152,,
134031,F d -3 m Z,Bi1.434 Ca0.565 Ru2 O6 O0.938,Bi2Ru2O7-x,"Inorganic Chemistry (2020) 59, (19) p. 14141-14151",10.26413(4) 10.26413(4) 10.26413(4) 90.0 90.0 90.0,300,A2B2X7,Bismuth calcium oxo ruthenate,,,7.81,2020,01-088-9380,,
134709,F d -3 m Z,Dy2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.12294(14) 10.12294(14) 10.12294(14) 90 90 90,298.15,A2B2X7,Didysprosium di-titanate,,,6.82,2021,01-091-1155,,
134710,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.18419(9) 10.18419(9) 10.18419(9) 90 90 90,298.15,A2B2X7,Digadolinium di-titanate,,,6.57,2021,01-091-1156,,
134711,F d -3 m Z,Dy2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.2925(3) 10.2925(3) 10.2925(3) 90 90 90,1789,A2B2X7,Didysprosium di-titanate,,,6.49,2021,01-091-1157,,
134712,F d -3 m Z,Er2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.0801(3) 10.0801(3) 10.0801(3) 90 90 90,298.15,A2B2X7,Dierbium di-titanate,,,7.03,2021,01-091-1158,,
134713,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.35983(15) 10.35983(15) 10.35983(15) 90 90 90,1807,A2B2X7,Digadolinium di-titanate,,,6.24,2021,,,
134714,F d -3 m Z,Er2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.2557(4) 10.2557(4) 10.2557(4) 90 90 90,1818,A2B2X7,Dierbium di-titanate,,,6.68,2021,01-091-1159,,
134726,F d -3 m Z,Sm2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.2322(4) 10.2322(4) 10.2322(4) 90 90 90,298.15,A2B2X7,Disamarium di-titanate,,,6.31,2021,01-091-1171,,
134729,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.2861(6) 10.2861(6) 10.2861(6) 90 90 90,1958,A2B2X7,Diyttrium di-titanate,,,4.71,2021,01-091-1174,,
134730,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.1904(4) 10.1904(4) 10.1904(4) 90 90 90,1823,A2B2X7,Diytterbium di-titanate,,,6.95,2021,01-091-1175,,
134731,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.0247(2) 10.0247(2) 10.0247(2) 90 90 90,298.15,A2B2X7,Diytterbium di-titanate,,,7.3,2021,01-091-1176,,
134732,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.0974(4) 10.0974(4) 10.0974(4) 90 90 90,298.15,A2B2X7,Diyttrium di-titanate,,,4.98,2021,01-091-1177,,
134733,F d -3 m Z,Sm2 Ti2 O7,Ca2Nb2O7,"Acta Crystallographica, Section B: Structural Science, Crystal Engineering and Materials (2021) 77, (3) p. 397-407",10.4158(5) 10.4158(5) 10.4158(5) 90 90 90,1947,A2B2X7,Disamarium di-titanate,,,5.98,2021,01-091-1178,,
135030,F d -3 m Z,Y2 Ir2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2021) 299,   Article ID 122163",10.1718(1) 10.1718(1) 10.1718(1) 90. 90. 90.,293,A2B2X7,Diyttrium diiridium heptaoxide,,,8.54,2021,01-091-1272,,
135031,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2021) 299,   Article ID 122163",10.3002(1) 10.3002(1) 10.3002(1) 90. 90. 90.,293,A2B2X7,Dieuropium diiridium heptaoxide,,,9.75,2021,01-091-1273,,
135032,F d -3 m Z,Pr2 Ir2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2021) 299,   Article ID 122163",10.4173(1) 10.4173(1) 10.4173(1) 90. 90. 90.,293,A2B2X7,Dipraseodymium diiridium heptaoxide,,,9.17,2021,01-091-1274,,
138128,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Inorganic Chemistry (2022) 61, (27) p. 10425-10434",10.02979 10.02979 10.02979 90. 90. 90.,293,A2B2X7,Ytterbium titanate,,,7.29,2022,,,
138129,F d -3 m Z,Yb1.962 Ti2 O7,Ca2Nb2O7,"Inorganic Chemistry (2022) 61, (27) p. 10425-10434",10.02937 10.02937 10.02937 90. 90. 90.,293,A2B2X7,Ytterbium titanate,,,7.21,2022,,,
139376,F d -3 m Z,Tb2 Ti2 O7,Ca2Nb2O7,"Journal of Physical Chemistry C (2020) 124, (46) p. 25175-25183",10.1504(2) 10.1504(2) 10.1504(2) 90. 90. 90.,293,A2B2X7,Diterbium dititanate,,,6.68,2020,,,
139773,F d -3 m Z,Mn2 Y2 O7,Ca2Nb2O7,"Journal of the American Chemical Society (2019) 141, (3) p. 1191-1195",9.9099(17) 9.9099(17) 9.9099(17) 90 90 90,298,A2B2X7,Diyttrium dimanganese(IV) heptaoxide,,,5.46,2019,,,
139977,F d -3 m Z,(Bi1.974 Nd0.026) Ti2 O7,Bi2Ti2O7,"ACS Applied Materials & Interfaces (2023) 15, (39) p. 46074-46084",10.359 10.359 10.359 90 90 90,193,A2B2X7,Bismuth neodymium dititanium heptaoxide,,,7.46,2023,,,
140547,F d -3 m Z,La2 Zr2 O7,Ca2Nb2O7,"Solid State Ionics (2019) 337,  p. 154-160",10.8075(6) 10.8075(6) 10.8075(6) 90.00000 90.00000 90.00000,298,A2B2X7,Dilanthanum heptaoxo-dizirconate,,,6.02,2019,01-087-4443,,
142246,F d -3 m Z,Gd2 (Cr0.966 Ta1.034) O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2020) 513,   Article ID 167226",10.29015(8) 10.29015(8) 10.29015(8) 90 90 90,293,A2B2X7,Gadolinium chromium(III) tantalum(V) oxide (2/0.966/1.034/7),,,8.09,2020,01-089-9305,,
142247,F d -3 m Z,Y2 (Cr1.016 Ta0.984) O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2020) 513,   Article ID 167226",10.20068(4) 10.20068(4) 10.20068(4) 90 90 90,293,A2B2X7,Yttrium chromium(III) tantalum(V) oxide (2/1.016/0.984/7),,,6.52,2020,01-089-9306,,
142248,F d -3 m Z,Sm2 (Cr0.846 Ta1.154) O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2020) 513,   Article ID 167226",10.34059(3) 10.34059(3) 10.34059(3) 90 90 90,293,A2B2X7,Samarium chromium(III) tantalum(V) oxide (2/0.846/1.154/7),,,8,2020,01-089-9307,,
144744,F d -3 m Z,Sm Dy Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (1) p. 253-263",10.175(5) 10.175(5) 10.175(5) 90. 90. 90.,293,A2B2X7,Samarium dysprosium titanium oxide (1/1/2/7),,,6.57,2023,,,
144745,F d -3 m Z,Sm Ho Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (1) p. 253-263",10.162(5) 10.162(5) 10.162(5) 90. 90. 90.,293,A2B2X7,Samarium holmium titanium oxide (1/1/2/7),,,6.62,2023,,,
144746,F d -3 m Z,Sm Yb Ti2 O7,Ca2Nb2O7,"Ceramics International (2023) 49, (1) p. 253-263",10.133(5) 10.133(5) 10.133(5) 90. 90. 90.,293,A2B2X7,Samarium ytterbium titanium oxide (1/1/2/7),,,6.78,2023,,,
144825,F d -3 m Z,Tm2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2022) 106, (9)  Article ID 094408 (p. 1-10)",10.135(1) 10.135(1) 10.135(1) 90. 90. 90.,293,A2B2X7,Thulium iridium oxide (2/2/7),,,10.67,2022,,,
144826,F d -3 m Z,Lu2 Ir2 O7,Ca2Nb2O7,"Physical Review B (2022) 106, (9)  Article ID 094408 (p. 1-10)",10.104(1) 10.104(1) 10.104(1) 90. 90. 90.,293,A2B2X7,Lutetium iridium oxide (2/2/7),,,10.93,2022,,,
145342,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1143(2) 10.1143(2) 10.1143(2) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate - undoped,,,6.71,2023,,,
145343,F d -3 m Z,Gd2 Ce0.04 Ti1.96 O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1177(1) 10.1177(1) 10.1177(1) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate : 2% Ce4+ doped,,,6.75,2023,,,
145344,F d -3 m Z,Gd2 Ce0.08 Ti1.92 O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1208(5) 10.1208(5) 10.1208(5) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate : 4% Ce4+ doped,,,6.79,2023,,,
145345,F d -3 m Z,Gd2 Ce0.12 Ti1.88 O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1247(3) 10.1247(3) 10.1247(3) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate : 6% Ce4+ doped,,,6.83,2023,,,
145346,F d -3 m Z,Gd2 Ce0.16 Ti1.84 O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1332(1) 10.1332(1) 10.1332(1) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate : 8% Ce4+ doped,,,6.86,2023,,,
145347,F d -3 m Z,Gd2 (Ce0.08 Ti1.94) O7,Ca2Nb2O7,"Journal of Luminescence (2023) 257,   Article ID 119687 (p. 1-12)",10.1433(3) 10.1433(3) 10.1433(3) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxo-dititanate : 4% Ce3+ doped,,,6.75,2023,,,
